library	broad_id	other_id	smiles	hit	std_attempted	trosy_attempted	trosy_validated	pool	color	parsed	hba	hbd	logp	mw	rotb	tpsa
cdot1	BRD-K29168297-001-01-7	BI0001_X001Y173_001	O=C(CCc1ccco1)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	4	1	1.9	279.1	6	84.8
cdot1	BRD-A54306004-001-01-7	WX110039	CCC(CC)C(=O)N1C[C@@H]2CCC(O)[C@@H]2C1	0	0	0	0	NA	#7570B3	TRUE	3	1	-2.4	225.2	4	40.5
cdot1	BRD-A98190903-001-01-5	WX110039	CC(C)CCC(=O)N1C[C@@H]2CCC(O)[C@@H]2C1	0	0	0	0	NA	#7570B3	TRUE	3	1	-0.9	225.2	4	40.5
cdot1	BRD-A20730434-001-01-9	WX100147	C(N1CCC11CCCNC1)c1cccnc1	0	0	0	0	NA	#7570B3	TRUE	3	1	-0.4	217.2	2	28.2
cdot1	BRD-K85175447-001-01-2	OS-7862	c1cc2cnccc2[nH]1	0	0	0	0	NA	#7570B3	TRUE	1	1	0.8	118.1	0	28.7
cdot1	BRD-K10657985-001-01-7	023ED0022	CC(=O)OCC(=O)N[C@H]1[C@H](O)[C@@H]2O[C@H]1c1ccccc21	0	0	0	0	NA	#7570B3	TRUE	6	2	-0.2	277.1	5	84.9
cdot1	BRD-K27381716-001-01-1	9886	Cc1nc(N)n[nH]1	0	0	0	0	NA	#7570B3	TRUE	3	2	-0.6	98.1	0	67.6
cdot1	BRD-A77855035-001-01-9	WX110096	O=C(C1CCOC1)N1CC2CONC2C1	0	0	0	0	NA	#7570B3	TRUE	3	1	-2.1	212.1	2	50.8
cdot1	BRD-K99659985-001-01-7	L874	c1cc2cccnc2[nH]1	0	0	0	0	NA	#7570B3	TRUE	1	1	1.4	118.1	0	28.7
cdot1	BRD-A62545323-001-01-4	WX110096	CC(C)CN1CC2CONC2C1	0	0	0	0	NA	#7570B3	TRUE	1	1	-0.3	170.1	2	24.5
cdot1	BRD-K85023108-001-01-4	BTB12780R3	COC(=O)Cc1nc(sc1C)-c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	3	0	3.1	247.1	4	67.4
cdot1	BRD-K45072572-001-01-7	PB01990	Cc1nnc(C)[nH]1	0	0	0	0	NA	#7570B3	TRUE	2	1	0	97.1	0	41.6
cdot1	BRD-A40705486-001-01-4	WX110096	CN(C)C(=O)CN1CC2CONC2C1	0	0	0	0	NA	#7570B3	TRUE	3	1	-1.5	199.1	3	44.8
cdot1	BRD-K28212860-001-01-1	WX100265	C(Cc1ccccc1)N1CCC2(COC2)CC1	0	0	0	0	NA	#7570B3	TRUE	2	0	2	231.2	3	12.5
cdot1	BRD-K20998185-001-02-9	L01918-03	O=C1CCNC(=O)N1	0	0	0	0	NA	#7570B3	TRUE	4	2	-0.7	114	0	58.2
cdot1	BRD-K70901489-001-10-8	GK00218R3	CCc1cc2c(O)ncnc2s1	0	0	0	0	NA	#7570B3	TRUE	2	1	1.1	180	1	74.2
cdot1	BRD-A83176157-001-01-4	WX110100	NC12CC1CN(CCc1ccccc1)C2	0	0	0	0	NA	#7570B3	TRUE	2	1	0.7	202.1	3	29.3
cdot1	BRD-A45603627-001-01-6	WX110164	O=C(N1CC2COCC2C1)c1cc[nH]n1	0	0	0	0	NA	#7570B3	TRUE	4	1	-0.9	207.1	2	58.2
cdot1	BRD-K04433250-001-01-9	WX110009	CS(=O)(=O)N1CC[C@H]2CNC[C@@H]12	0	0	0	0	NA	#7570B3	TRUE	4	1	-1.9	190.1	1	57.8
cdot1	BRD-K05480063-001-01-6	CC27201R3	CC1(C)Cc2cccc(C(O)=O)c2O1	0	0	0	0	NA	#7570B3	TRUE	2	1	2.1	192.1	1	46.5
cdot1	BRD-K21479697-001-01-2	WX100203	COC(=O)CN1CC2(C1)CCCO2	0	0	0	0	NA	#7570B3	TRUE	4	0	-0.6	185.1	3	38.8
cdot1	BRD-K91943723-001-01-0	BI0001_X001Y266_001	O=C(Cc1ccc2OCOc2c1)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	4	1	2.4	319.1	5	90.1
cdot1	BRD-K69774282-001-01-0	CC29409R3	OCc1cccc2ccsc12	0	0	0	0	NA	#7570B3	TRUE	1	1	2.1	164	1	48.5
cdot1	BRD-K05508445-001-01-3	BI0001_X001Y483_001	O=C(NS(=O)(=O)c1ccccc1)c1cccc2OCCOc12	0	0	0	0	NA	#7570B3	TRUE	4	1	2.4	319.1	4	90.1
cdot1	BRD-K04017718-001-01-6	O5816M250	C1NCC11COC1	0	0	0	0	NA	#7570B3	TRUE	2	1	-0.9	99.1	0	21.3
cdot1	BRD-K07036095-001-01-6	22029	C1Cc2[nH]ncc2CN1	0	0	0	0	NA	#7570B3	TRUE	2	2	-0.4	123.1	0	40.7
cdot1	BRD-K46442070-001-01-8	KM01815R3	Cc1cccc(c1)C(=O)CC#N	0	0	0	0	NA	#7570B3	TRUE	2	0	2.1	159.1	2	40.9
cdot1	BRD-K08103238-001-01-1	BI0001_X001Y454_001	Cc1nn(C)c(C)c1C(=O)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	5	1	1.9	293.1	4	89.4
cdot1	BRD-K86596172-001-01-9	CC70933R3	Cc1nn(C)c2ncccc12	0	0	0	0	NA	#7570B3	TRUE	2	0	0.9	147.1	0	30.7
cdot1	BRD-K86358125-001-01-2	BI0001_X001Y018_001	O=C(CC1CCCCC1)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	4	1	0.1	281.1	5	71.6
cdot1	BRD-K16737327-001-01-8	L18705-06	O=c1[nH]nc2ccccn12	0	0	0	0	NA	#7570B3	TRUE	1	1	1.2	135	0	50.2
cdot1	BRD-K57546849-001-01-2	MO08419R3	OCC(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	2	1	0.9	136.1	2	37.3
cdot1	BRD-K39552457-001-01-6	44450-06	Cc1cc(=O)[nH]o1	0	0	0	0	NA	#7570B3	TRUE	0	1	0.9	99	0	46
cdot1	BRD-K15953783-001-01-9	023ED0005	COC(=O)N[C@H]1[C@H](O)[C@@H]2O[C@H]1c1ccccc21	0	0	0	0	NA	#7570B3	TRUE	5	2	0.7	235.1	3	67.8
cdot1	BRD-K57861484-001-01-5	TL00589R3	COC(=O)c1ccc(F)cc1Cl	0	0	0	0	NA	#7570B3	TRUE	2	0	2.7	188	2	26.3
cdot1	BRD-K70197759-001-01-5	BI0001_X001Y493_001	Cc1ccc(C(=O)NS(=O)(=O)c2ccccc2)c(=O)[nH]1	0	0	0	0	NA	#7570B3	TRUE	4	2	2.1	292.1	4	104.5
cdot1	BRD-K71481624-001-01-5	MO07396R3	Nc1ccc(CO)cn1	0	0	0	0	NA	#7570B3	TRUE	3	2	-0.4	124.1	1	59.1
cdot1	BRD-K02480210-001-01-1	BI0001_X001Y418_001	Cc1cc(oc1C)C(=O)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	4	1	2.8	279.1	4	84.8
cdot1	BRD-K35827614-001-01-6	CC05746R3	CNCc1csc(C)n1	0	0	0	0	NA	#7570B3	TRUE	2	1	0.6	142.1	2	53.2
cdot1	BRD-K53232914-001-01-3	CC46213R3	NCc1ccccc1-c1ccco1	0	0	0	0	NA	#7570B3	TRUE	1	1	1.7	173.1	2	39.2
cdot1	BRD-K16812264-001-01-4	CC18413R3	NCc1ccc(cc1)-n1cccn1	0	0	0	0	NA	#7570B3	TRUE	2	1	1.2	173.1	2	43.8
cdot1	BRD-K78684217-001-01-0	CC45809R3	Cn1ccc2c(CO)cccc12	0	0	0	0	NA	#7570B3	TRUE	1	1	1.7	161.1	1	25.2
cdot1	BRD-K62660643-001-01-2	034ED0306	O=C1N[C@@H]2CC[C@@H]3C[C@H]2[C@H](CN3)O1	0	0	0	0	NA	#7570B3	TRUE	4	2	-1.3	182.1	0	50.4
cdot1	BRD-A61220339-001-01-7	017ED1079	OC(=O)C1C(=O)NCC11CCNCC1	0	0	0	0	NA	#7570B3	TRUE	5	3	-1.3	198.1	1	78.4
cdot1	BRD-K49333610-001-07-0	AC37311R3	O=c1[nH]n(Cc2ccccc2)c2ccccc12	0	0	0	0	NA	#7570B3	TRUE	0	1	3.5	224.1	2	37.8
cdot1	BRD-A18794133-001-01-3	036ED0113	COCC1N[C@H]2CC[C@]1(O)CC2	0	0	0	0	NA	#7570B3	TRUE	3	2	-1.4	171.1	2	41.5
cdot1	BRD-K02922510-001-02-7	AC35625R3	CN1CC[C@H]([C@H](CO)C1)c1ccc(F)cc1	0	0	0	0	NA	#7570B3	TRUE	2	1	1.1	223.1	2	23.5
cdot1	BRD-K98242245-001-01-9	CC72109R3	OC[C@@H]1CCCN1Cc1ccco1	0	0	0	0	NA	#7570B3	TRUE	2	1	-0.1	181.1	3	36.6
cdot1	BRD-K89807132-001-01-6	MO08607R3	C1Cc2ccccc2CCN1	0	0	0	0	NA	#7570B3	TRUE	1	1	1.6	147.1	0	12
cdot1	BRD-K75991500-001-01-8	BTB09379R3	COc1ccc(C)c2CCCc12	0	0	0	0	NA	#7570B3	TRUE	0	0	2	162.1	1	9.2
cdot1	BRD-K12381923-001-01-7	AC40767R3	Oc1ccc(O)c2[C@@H]3CC[C@@H](C3)c12	0	0	0	0	NA	#7570B3	TRUE	0	2	1.2	176.1	0	40.5
cdot1	BRD-K26470072-001-01-1	AC34375R3	Cc1cc(C)n(n1)-c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	1	0	2.8	172.1	1	17.8
cdot1	BRD-K44704821-001-02-3	AC31296R3	NCc1cccc(c1)C(F)(F)F	0	0	0	0	NA	#7570B3	TRUE	1	1	1.9	175.1	2	26
cdot1	BRD-K77631811-001-01-2	A0558	O=c1cn[nH]c(=O)[nH]1	0	0	0	0	NA	#7570B3	TRUE	1	2	-0.2	113	0	78.6
cdot1	BRD-K50614846-001-01-8	BI0001_X001Y259_001	Cc1ccc(C)c(OCC(=O)NS(=O)(=O)c2ccccc2)c1	0	0	0	0	NA	#7570B3	TRUE	4	1	3.3	319.1	6	80.8
cdot1	BRD-K69937616-001-04-4	A0556	Cc1n[nH]c(=O)[nH]c1=O	0	0	0	0	NA	#7570B3	TRUE	1	2	0.1	127	0	78.6
cdot1	BRD-K72153026-001-02-1	AC11930R3	COc1ccccc1F	0	0	0	0	NA	#7570B3	TRUE	0	0	2.1	126	1	9.2
cdot1	BRD-K87929079-001-01-5	CD10452R3	Cc1cc(cc(Cl)n1)C(F)(F)F	0	0	0	0	NA	#7570B3	TRUE	1	0	2.9	195	1	12.9
cdot1	BRD-K28094793-001-01-5	CC04463R3	NCc1ccc2ccccc2n1	0	0	0	0	NA	#7570B3	TRUE	2	1	1.4	158.1	1	38.9
cdot1	BRD-K92596258-001-01-8	WX10009510	COCCN1C(=O)CCC11CCNCC1	0	0	0	0	NA	#7570B3	TRUE	4	1	-1.6	212.2	3	41.6
cdot1	BRD-K82046634-001-01-1	AC14933R3	Cc1ccccn1	0	0	0	0	NA	#7570B3	TRUE	1	0	1.3	93.1	0	12.9
cdot1	BRD-K71069290-001-01-1	CC26813R3	Cc1nc(CN)c(C)o1	0	0	0	0	NA	#7570B3	TRUE	2	1	0.1	126.1	1	52
cdot1	BRD-K00476020-001-01-1	WX11030210	C=CCN1CCO[C@@H]2CNCC[C@@H]2C1	0	0	0	0	NA	#7570B3	TRUE	3	1	-0.4	196.2	2	24.5
cdot1	BRD-K20046027-001-01-1	CC65063R3	Cc1ccc(CN)s1	0	0	0	0	NA	#7570B3	TRUE	1	1	1.2	127	1	54.3
cdot1	BRD-K94350449-001-01-8	CC56016R3	N#Cc1ccc(Cn2cccn2)cc1	0	0	0	0	NA	#7570B3	TRUE	2	0	1.9	183.1	2	41.6
cdot1	BRD-K88203709-001-01-2	WX110391	CN1C[C@H]2CN[C@H]2C1	0	0	0	0	NA	#7570B3	TRUE	2	1	-0.6	112.1	0	15.3
cdot1	BRD-K14738225-001-09-4	RH01882R3	OC(=O)Cc1c[nH]c2ccccc12	0	0	0	0	NA	#7570B3	TRUE	2	2	1.8	175.1	2	53.1
cdot1	BRD-K70988134-001-01-3	18154	Cc1ccc2cccnc2n1	0	0	0	0	NA	#7570B3	TRUE	2	0	2	144.1	0	25.8
cdot1	BRD-K94017604-001-01-4	CC68617R3	COc1ccsc1C(N)=O	0	0	0	0	NA	#7570B3	TRUE	2	1	1.1	157	2	80.6
cdot1	BRD-K31797042-001-01-7	BI0001_X001Y467_001	CSc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1	0	0	0	0	NA	#7570B3	TRUE	4	1	3.1	321	6	96.9
cdot1	BRD-K61783828-001-01-0	CC49963R3	NCc1ccccc1Oc1ccccc1	0	0	0	0	NA	#7570B3	TRUE	1	1	2.6	199.1	3	35.2
cdot1	BRD-K89565532-001-01-6	RF01268R3	COC(=O)c1cc(Cl)ccc1O	0	0	0	0	NA	#7570B3	TRUE	2	1	2.2	186	2	46.5
cdot1	BRD-K25925819-001-01-3	BTB04401R3	CSC1=NCCN1CC(=O)c1ccc(Cl)cc1	0	0	0	0	NA	#7570B3	TRUE	3	0	2.7	268	4	58
cdot1	BRD-K05915852-001-01-6	CD10231R3	CC(C)(C)C1=NCCC1	0	0	0	0	NA	#7570B3	TRUE	1	0	1	125.1	1	12.4
cdot1	BRD-K49348558-001-02-3	KM05565R3	Cc1ccc(cc1)C(N)=O	0	0	0	0	NA	#7570B3	TRUE	2	1	1.5	135.1	1	43.1
cdot1	BRD-K11065090-001-01-4	KM06599R3	CC1(C)Oc2ccc(cc2C=C1)C#N	0	0	0	0	NA	#7570B3	TRUE	1	0	2.6	185.1	0	33
cdot1	BRD-K87351631-001-01-3	BI0001_X001Y306_001	O=C(NS(=O)(=O)c1ccccc1)C1CCOCC1	0	0	0	0	NA	#7570B3	TRUE	5	1	-0.2	269.1	4	80.9
cdot1	BRD-A58494092-001-01-0	036ED0111	NC(=O)CC(=O)N1[C@H]2CC[C@](O)(CC2)C1CO	0	0	0	0	NA	#7570B3	TRUE	6	3	-2.6	242.1	4	103.9
cdot1	BRD-K22498337-001-01-7	TL00574R3	CCc1cccc(c1)C(C)=O	0	0	0	0	NA	#7570B3	TRUE	1	0	1.7	148.1	2	17.1
cdot1	BRD-A04082358-001-01-7	WX120041	CC(C)N1C2CCC1CNC2	0	0	0	0	NA	#7570B3	TRUE	2	1	-1	154.1	1	15.3
cdot1	BRD-K95287525-001-01-8	BTB09279R3	COc1cccc(CC#N)c1	0	0	0	0	NA	#7570B3	TRUE	1	0	1.9	147.1	2	33
cdot1	BRD-K36575136-001-01-9	ML00416R3	S=C1NCN(CN1)C1CCCC1	0	0	0	0	NA	#7570B3	TRUE	3	2	-0.9	185.1	1	59.4
cdot1	BRD-K14831129-001-01-1	RJC03622R3	C1c2ccccc2-c2ncccc12	0	0	0	0	NA	#7570B3	TRUE	1	0	2.8	167.1	0	12.9
cdot1	BRD-K43441002-001-02-4	SPB01453R3	CCSc1nc(n[nH]1)C(F)(F)F	0	0	0	0	NA	#7570B3	TRUE	2	1	2	197	3	66.9
cdot1	BRD-K52937952-001-07-8	S00168R3	Cc1ccccc1N=C(S)NCCc1ccccn1	0	0	0	0	NA	#7570B3	TRUE	3	1	3.3	271.1	5	76.1
cdot1	BRD-K20617646-001-02-8	AC27630R3	Cn1c(N)nc2ccccc12	0	0	0	0	NA	#7570B3	TRUE	2	1	1.3	147.1	0	43.8
cdot1	BRD-K76710410-001-09-3	RDR03964R3	c1sc(nc1-c1cccnc1)-c1cccnc1	0	0	0	0	NA	#7570B3	TRUE	3	0	1.9	239.1	2	66.9
cdot1	BRD-K52786173-001-01-5	CC38009R3	OCc1cccc(n1)N1CCCC1	0	0	0	0	NA	#7570B3	TRUE	3	1	0.4	178.1	2	36.4
cdot1	BRD-K73107279-001-01-2	AC18787R3	C1CN2C[C@@H](N=C2S1)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	2	0	2.2	204.1	1	40.9
cdot1	BRD-K08249874-001-01-1	CC69116R3	N#CC1(CCOCC1)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	2	0	1.7	187.1	1	33
cdot1	BRD-K28430086-001-07-4	AC15375R3	Cc1cc(Cl)nc(N)n1	0	0	0	0	NA	#7570B3	TRUE	3	1	0.7	143	0	51.8
cdot1	BRD-K12697932-001-08-0	AC13458R3	CC(=O)C1(CCNCC1)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	2	1	1.2	203.1	2	29.1
cdot1	BRD-K01861696-001-01-6	AC43267R3	OC(=O)c1cnn2CCCCc12	0	0	0	0	NA	#7570B3	TRUE	3	1	-0.3	166.1	1	55.1
cdot1	BRD-K53329149-001-01-4	D2360	C[C@H]1CNC[C@@H](C)N1	0	0	0	0	NA	#7570B3	TRUE	2	2	-0.8	114.1	0	24.1
cdot1	BRD-K79640289-001-01-4	DSHS01247R3	C[C@H]1CN(C[C@@H](C)O1)C(=S)Nc1ccccc1C	0	0	0	0	NA	#7570B3	TRUE	3	1	2.4	264.1	3	56.6
cdot1	BRD-K71074665-001-01-8	TL00209R3	CC(=O)c1ccc(cc1)C#N	0	0	0	0	NA	#7570B3	TRUE	2	0	1.4	145.1	1	40.9
cdot1	BRD-K28929653-001-01-1	CC62309R3	Cn1nccc1CO	0	0	0	0	NA	#7570B3	TRUE	2	1	0.2	112.1	1	38
cdot1	BRD-K77581326-001-01-7	BI0001_X001Y403_001	O=C(NS(=O)(=O)c1ccccc1)c1cc[nH]n1	0	0	0	0	NA	#7570B3	TRUE	5	2	1.2	251	4	100.3
cdot1	BRD-K76373326-001-02-8	AC37950R3	Cc1cccnc1F	0	0	0	0	NA	#7570B3	TRUE	1	0	1.8	111	0	12.9
cdot1	BRD-K59446235-001-01-5	037ED0002	CN(Cc1ccccc1)[C@@H]1CC[C@@H]2C[C@@H]1[C@@H](O)CO2	0	0	0	0	NA	#7570B3	TRUE	3	1	0.4	261.2	3	32.7
cdot1	BRD-K34888538-001-01-2	BTB09151R3	Nc1cccc(c1)C(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	2	1	2.6	197.1	2	43.1
cdot1	BRD-K13475872-001-01-7	GK00377R3	Clc1ncnc2ccsc12	0	0	0	0	NA	#7570B3	TRUE	2	0	1.9	170	0	54
cdot1	BRD-K21245598-001-02-5	RF03152R3	O=C1CNC(=S)N1CCc1ccccc1	0	0	0	0	NA	#7570B3	TRUE	3	1	1.9	220.1	3	64.4
cdot1	BRD-K93455136-001-01-4	MO00326R3	Clc1nccc2occc12	0	0	0	0	NA	#7570B3	TRUE	1	0	1.5	153	0	26
cdot1	BRD-K77756644-001-01-0	100ED0061	O=S1(=O)CCCCN1c1cccnc1	0	0	0	0	NA	#7570B3	TRUE	4	0	-0.8	212.1	1	58.7
cdot1	BRD-A97068384-001-01-2	RJC04045R3	CC12CCCCC11NC(=O)CN1c1ccccc21	0	0	0	0	NA	#7570B3	TRUE	3	1	0.4	242.1	0	32.3
cdot1	BRD-K71047985-001-01-7	100ED0060	CN(C)c1nc(N)nc(n1)C1CCOCC1	0	0	0	0	NA	#7570B3	TRUE	6	1	-1.3	223.1	2	77.2
cdot1	BRD-K31353523-001-01-7	100ED0056	Cc1ccc2OC[C@H]3CN4N(CCC4=O)[C@@H]3c2c1	0	0	0	0	NA	#7570B3	TRUE	3	0	1.3	244.1	0	32.8
cdot1	BRD-K69850484-001-01-4	100ED0055	OC(=O)C1=CCCOc2ccccc12	0	0	0	0	NA	#7570B3	TRUE	2	1	1.4	190.1	1	46.5
cdot1	BRD-K98694834-001-01-8	SPB00879R3	O[C@H]1CSc2nc3ccccc3n2C1	0	0	0	0	NA	#7570B3	TRUE	2	1	1.8	206.1	0	63.4
cdot1	BRD-K39710950-001-01-2	SEW03924R3	CN(C)c1cc(cnc1C(N)=S)C(F)(F)F	0	0	0	0	NA	#7570B3	TRUE	3	1	2.5	249.1	3	74.2
cdot1	BRD-A71565935-001-01-1	WX100136	O=C1CCCC2(CNCCN(CC3CC3)C2)N1	0	0	0	0	NA	#7570B3	TRUE	4	2	-1.1	237.2	2	44.4
cdot1	BRD-K11900042-001-15-1	RH00961R3	Cc1cc(=O)[nH]c(=S)[nH]1	0	0	0	0	NA	#7570B3	TRUE	0	2	1.8	142	0	80.7
cdot1	BRD-K19097273-001-01-8	CD08775R3	O=C(Oc1ccccc1)c1cccs1	0	0	0	0	NA	#7570B3	TRUE	1	0	3.2	204	3	54.5
cdot1	BRD-K10433348-001-01-5	WX110008	COC(=O)CN1C[C@H]2CCN[C@H]2C1	0	0	0	0	NA	#7570B3	TRUE	4	1	-1.2	184.1	3	41.6
cdot1	BRD-K53586705-001-01-5	BI0001_X001Y252_001	CC(=O)Nc1cccc(c1)C(=O)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	6	2	1.7	318.1	6	100.7
cdot1	BRD-K13950230-001-01-6	BI0001_X001Y016_001	O=C(NS(=O)(=O)c1ccccc1)C1CCCCC1	0	0	0	0	NA	#7570B3	TRUE	4	1	0.2	267.1	4	71.6
cdot1	BRD-K12050372-001-01-4	CC00413R3	NCc1cccc2OCCCOc12	0	0	0	0	NA	#7570B3	TRUE	1	1	0.7	179.1	1	44.5
cdot1	BRD-K08288352-001-04-4	AC16393R3	CCN1CCCC1=O	0	0	0	0	NA	#7570B3	TRUE	2	0	-0.5	113.1	1	20.3
cdot1	BRD-K73050554-001-01-0	BI0001_X001Y413_001	Cc1cc(C)cc(CC(=O)NS(=O)(=O)c2ccccc2)c1	0	0	0	0	NA	#7570B3	TRUE	4	1	3.4	303.1	5	71.6
cdot1	BRD-K48975773-001-01-5	WX100239	C1CCC2(C1)CCCNC2	0	0	0	0	NA	#7570B3	TRUE	1	1	-1.4	139.1	0	12
cdot1	BRD-K65229318-001-01-7	GK00671R3	COC(=O)c1sc(cc1N)C(C)(C)C	0	0	0	0	NA	#7570B3	TRUE	3	1	2.6	213.1	3	80.6
cdot1	BRD-K07714051-001-08-5	RDR01143R3	S=C(NCCc1ccccc1)N1CCOCC1	0	0	0	0	NA	#7570B3	TRUE	3	1	2.1	250.1	5	56.6
cdot1	BRD-K04241946-001-07-3	SB00665R3	OC(=O)c1cccnc1Cl	0	0	0	0	NA	#7570B3	TRUE	3	1	1.2	157	1	50.2
cdot1	BRD-K76099241-001-07-0	WX150018	Nc1nc(cs1)-c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	2	1	2	176	1	67.1
cdot1	BRD-K30714507-001-01-1	CD00358R3	COc1ccc(cc1)C#N	0	0	0	0	NA	#7570B3	TRUE	1	0	1.8	133.1	1	33
cdot1	BRD-K71887649-001-01-4	KM10105R3	Fc1cc(Cl)ccc1CC#N	0	0	0	0	NA	#7570B3	TRUE	1	0	2.9	169	1	23.8
cdot1	BRD-K03675607-001-01-6	MAY00266R3	CSc1sc(cc1C#N)C(O)=O	0	0	0	0	NA	#7570B3	TRUE	3	1	1.8	199	2	114.6
cdot1	BRD-K04218690-001-01-2	BI0001_X001Y491_001	Cc1cn(CC(=O)NS(=O)(=O)c2ccccc2)c(=O)[nH]c1=O	0	0	0	0	NA	#7570B3	TRUE	4	2	1.5	323.1	5	126.5
cdot1	BRD-A65686391-001-01-0	BI0001_X001Y397_001	O=C(NS(=O)(=O)c1ccccc1)C1CCOC1	0	0	0	0	NA	#7570B3	TRUE	5	1	0.1	255.1	4	80.9
cdot1	BRD-A02557485-001-01-6	100ED0049	CCOC(=O)C1CC2(CCCC2)N2CCC(=O)N12	0	0	0	0	NA	#7570B3	TRUE	5	0	-0.6	252.1	3	49.9
cdot1	BRD-K07379737-001-01-4	SPB06517R3	NCc1ncc(cc1Cl)C(F)(F)F	0	0	0	0	NA	#7570B3	TRUE	2	1	1.7	210	2	38.9
cdot1	BRD-K09157333-001-01-0	CD11879R3	CC(=O)C1CCN(CC1)C(C)=O	0	0	0	0	NA	#7570B3	TRUE	3	0	-1.6	169.1	2	37.4
cdot1	BRD-K29134946-001-01-4	CC50413R3	NCc1ccnc(c1)N1CCCC1	0	0	0	0	NA	#7570B3	TRUE	3	1	-0.3	177.1	2	42.1
cdot1	BRD-K98620692-001-01-4	CC56309R3	OCc1cccc(c1)-c1ncccn1	0	0	0	0	NA	#7570B3	TRUE	3	1	1.3	186.1	2	46
cdot1	BRD-K76736382-001-01-9	CC50509R3	OCc1ccnc(c1)N1CCSCC1	0	0	0	0	NA	#7570B3	TRUE	3	1	1.2	210.1	2	61.7
cdot1	BRD-K18679545-001-01-6	100ED0043	O=C1CCN2[C@@H]3[C@@H](CN12)COc1ccccc31	0	0	0	0	NA	#7570B3	TRUE	3	0	0.8	230.1	0	32.8
cdot1	BRD-K22764739-001-06-5	100ED0101	O=C1NCN(c2ccccc2)C11CCNCC1	0	0	0	0	NA	#7570B3	TRUE	4	2	0	231.1	1	44.4
cdot1	BRD-K12483298-001-01-8	AC35705R3	Cc1ccc(cc1N)C(N)=O	0	0	0	0	NA	#7570B3	TRUE	3	2	0.8	150.1	1	69.1
cdot1	BRD-K59448155-001-01-7	017ED1075	CCOC(=O)[C@H]1[C@@H](O)C(=O)NC11CCNCC1	0	0	0	0	NA	#7570B3	TRUE	6	3	-2.4	242.1	3	87.7
cdot1	BRD-K92110675-001-01-3	RDP00249R3	Cc1cc2[nH]nnc2cc1Cl	0	0	0	0	NA	#7570B3	TRUE	2	1	2.6	167	0	41.6
cdot1	BRD-K28070417-001-02-9	AC35636R3	Cc1c(oc2ccccc12)C(O)=O	0	0	0	0	NA	#7570B3	TRUE	2	1	2.5	176	1	50.4
cdot1	BRD-K05452038-001-02-5	AC34376R3	CCOC(=O)c1[nH]c(C)cc1C	0	0	0	0	NA	#7570B3	TRUE	2	1	2.4	167.1	3	42.1
cdot1	BRD-K30390545-001-01-4	AC33150R3	COc1ccc2cc(ccc2c1)[C@H](C)O	0	0	0	0	NA	#7570B3	TRUE	1	1	2.2	202.1	2	29.5
cdot1	BRD-K52395638-001-01-4	WX110009	NC(=O)N1CC[C@H]2CNC[C@@H]12	0	0	0	0	NA	#7570B3	TRUE	4	2	-1.7	155.1	1	58.4
cdot1	BRD-K61355443-001-01-2	NRB04027R3	O=C(Nc1ccncc1)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	3	1	1.7	198.1	3	42
cdot1	BRD-K10583515-001-01-4	KM07964R3	Clc1ccc(Cn2ccnc2)cc1	1	1	1	0	9	#7570B3	TRUE	1	0	2.3	192	2	17.8
cdot1	BRD-K76032158-001-15-5	JFD03933R3	O[C@H](C(O)=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	3	2	0.8	152	2	57.5
cdot1	BRD-K75536687-001-01-6	AC40967R3	CCOc1ccc(O)cc1	0	0	0	0	NA	#7570B3	TRUE	0	1	2.1	138.1	2	29.5
cdot1	BRD-K76052841-001-01-6	BI0001_X001Y499_001	O=C(Cn1nnc2ccccc12)NS(=O)(=O)c1ccccc1	0	0	0	0	NA	#7570B3	TRUE	6	1	2	316.1	5	102.3
cdot1	BRD-K25865469-001-01-4	AC37315R3	CN(CCO)c1ccccn1	0	0	0	0	NA	#7570B3	TRUE	3	1	0.6	152.1	3	36.4
cdot1	BRD-K42108215-001-02-3	BTB09874R3	CCCc1ccc(cc1)C(O)=O	0	0	0	0	NA	#7570B3	TRUE	2	1	1.1	164.1	3	37.3
cdot1	BRD-K31150673-001-01-5	CC66801R3	OC(=O)c1ccc(s1)-c1cccnc1	0	0	0	0	NA	#7570B3	TRUE	3	1	1.9	205	2	78.4
